,NAME,DATE-OBS,EXP-TIME,FILTER,AIRMASS
0,HIP41621/HIP41621_b1x1-010_R.fit,2019-01-29T01:00:54,0.1,R,1.3162256925737044
1,HIP41621/HIP41621_b1x1-020_R.fit,2019-01-29T01:11:59,0.1,R,1.2948371164173624
2,HIP41621/HIP41621_b1x1-030_R.fit,2019-01-29T01:23:04,0.1,R,1.2766689768223483
3,HIP41621/HIP41621_b1x1-040_R.fit,2019-01-29T01:34:05,0.1,R,1.261604323833816
4,HIP41621/HIP41621_b1x1-050_R.fit,2019-01-29T01:45:09,0.1,R,1.2493078885875848
5,HIP41621/HIP41621_b1x1-060_R.fit,2019-01-29T01:56:16,0.1,R,1.239690086749302
6,HIP41296/HIP41296_b1x1-010_R.fit,2019-01-29T03:46:46,0.05,R,1.434725076734962
7,HIP41296/HIP41296_b1x1-020_R.fit,2019-01-29T03:57:55,0.05,R,1.4569678833351096
8,HIP41296/HIP41296_b1x1-030_R.fit,2019-01-29T04:09:03,0.05,R,1.4828063807886578
9,HIP41296/HIP41296_b1x1-040_R.fit,2019-01-29T04:20:14,0.05,R,1.5127016707552459
10,HIP41296/HIP41296_b1x1-050_R.fit,2019-01-29T04:31:27,0.05,R,1.547004454972386
11,HIP41296/HIP41296_b1x1-060_R.fit,2019-01-29T04:42:40,0.05,R,1.5860541496030556
12,HIP41296/HIP41296_b1x1-070_R.fit,2019-01-29T04:53:52,0.05,R,1.630286733983411
13,HIP41296/HIP41296_b1x1-080_R.fit,2019-01-29T05:05:04,0.05,R,1.6803608512444552
