80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
80.000000000000000	R
