,DATE-OBS,FILTER,EXP-TIME,AIRMASS,FWHM,XBINNING,SEEING,IMAGE-NAME
0,2019-10-26T01:42:29,R,40.0,1.3725309067831897,3.962,2,2.146856365882611,2011MD11_40s_b2x2-001_R.fit
1,2019-10-26T02:41:52,R,40.0,1.334847129310572,4.3686,2,2.4070502676256935,2011MD11_40s_b2x2-042_R.fit
