,FILTER,EXP-TIME,DATE-OBS,XBINNING,IMAGE-NAME
320,R,90.0,2019-06-02T03:15:48,2,3188_90s_b2x2-014_R.fit
321,R,90.0,2019-06-02T03:17:20,2,3188_90s_b2x2-015_R.fit
322,R,90.0,2019-06-02T03:18:52,2,3188_90s_b2x2-016_R.fit
323,R,90.0,2019-06-02T03:20:25,2,3188_90s_b2x2-017_R.fit
324,R,90.0,2019-06-02T03:21:58,2,3188_90s_b2x2-018_R.fit
325,R,90.0,2019-06-02T03:23:30,2,3188_90s_b2x2-019_R.fit
326,R,90.0,2019-06-02T03:25:03,2,3188_90s_b2x2-020_R.fit
327,R,90.0,2019-06-02T03:26:36,2,3188_90s_b2x2-021_R.fit
328,R,90.0,2019-06-02T03:28:09,2,3188_90s_b2x2-022_R.fit
329,R,90.0,2019-06-02T03:29:42,2,3188_90s_b2x2-023_R.fit
330,R,90.0,2019-06-02T03:31:15,2,3188_90s_b2x2-024_R.fit
331,R,90.0,2019-06-02T03:32:48,2,3188_90s_b2x2-025_R.fit
332,R,90.0,2019-06-02T03:34:21,2,3188_90s_b2x2-026_R.fit
333,R,90.0,2019-06-02T03:35:56,2,3188_90s_b2x2-027_R.fit
334,R,90.0,2019-06-02T03:37:29,2,3188_90s_b2x2-028_R.fit
335,R,90.0,2019-06-02T03:39:02,2,3188_90s_b2x2-029_R.fit
336,R,90.0,2019-06-02T03:40:34,2,3188_90s_b2x2-030_R.fit
337,R,90.0,2019-06-02T03:42:08,2,3188_90s_b2x2-031_R.fit
338,R,90.0,2019-06-02T03:43:40,2,3188_90s_b2x2-032_R.fit
339,R,90.0,2019-06-02T03:45:13,2,3188_90s_b2x2-033_R.fit
340,R,90.0,2019-06-02T03:46:46,2,3188_90s_b2x2-034_R.fit
341,R,90.0,2019-06-02T03:48:18,2,3188_90s_b2x2-035_R.fit
342,R,90.0,2019-06-02T03:49:50,2,3188_90s_b2x2-036_R.fit
343,R,90.0,2019-06-02T03:51:23,2,3188_90s_b2x2-037_R.fit
344,R,90.0,2019-06-02T03:52:56,2,3188_90s_b2x2-038_R.fit
345,R,90.0,2019-06-02T03:54:29,2,3188_90s_b2x2-039_R.fit
346,R,90.0,2019-06-02T03:56:02,2,3188_90s_b2x2-040_R.fit
347,R,90.0,2019-06-02T03:57:35,2,3188_90s_b2x2-041_R.fit
348,R,90.0,2019-06-02T03:59:07,2,3188_90s_b2x2-042_R.fit
349,R,90.0,2019-06-02T04:00:43,2,3188_90s_b2x2-043_R.fit
350,R,90.0,2019-06-02T04:02:16,2,3188_90s_b2x2-044_R.fit
351,R,90.0,2019-06-02T04:03:48,2,3188_90s_b2x2-045_R.fit
352,R,90.0,2019-06-02T04:05:21,2,3188_90s_b2x2-046_R.fit
353,R,90.0,2019-06-02T04:06:53,2,3188_90s_b2x2-047_R.fit
354,R,90.0,2019-06-02T04:08:25,2,3188_90s_b2x2-048_R.fit
355,R,90.0,2019-06-02T04:09:58,2,3188_90s_b2x2-049_R.fit
356,R,90.0,2019-06-02T04:11:30,2,3188_90s_b2x2-050_R.fit
357,R,90.0,2019-06-02T04:13:02,2,3188_90s_b2x2-051_R.fit
0,R,20.0,2019-06-02T21:58:28,2,1998OH_20s_b2x2-001_R.fit
1,R,20.0,2019-06-02T21:58:51,2,1998OH_20s_b2x2-002_R.fit
2,R,20.0,2019-06-02T21:59:13,2,1998OH_20s_b2x2-003_R.fit
3,R,20.0,2019-06-02T21:59:36,2,1998OH_20s_b2x2-004_R.fit
4,R,20.0,2019-06-02T21:59:58,2,1998OH_20s_b2x2-005_R.fit
5,R,20.0,2019-06-02T22:00:21,2,1998OH_20s_b2x2-006_R.fit
6,R,20.0,2019-06-02T22:00:43,2,1998OH_20s_b2x2-007_R.fit
7,R,20.0,2019-06-02T22:01:06,2,1998OH_20s_b2x2-008_R.fit
8,R,20.0,2019-06-02T22:01:29,2,1998OH_20s_b2x2-009_R.fit
9,R,20.0,2019-06-02T22:01:52,2,1998OH_20s_b2x2-010_R.fit
10,R,20.0,2019-06-02T22:02:14,2,1998OH_20s_b2x2-011_R.fit
11,R,20.0,2019-06-02T22:02:36,2,1998OH_20s_b2x2-012_R.fit
12,R,20.0,2019-06-02T22:02:58,2,1998OH_20s_b2x2-013_R.fit
13,R,20.0,2019-06-02T22:03:21,2,1998OH_20s_b2x2-014_R.fit
14,R,20.0,2019-06-02T22:03:43,2,1998OH_20s_b2x2-015_R.fit
15,R,20.0,2019-06-02T22:04:06,2,1998OH_20s_b2x2-016_R.fit
16,R,20.0,2019-06-02T22:04:28,2,1998OH_20s_b2x2-017_R.fit
17,R,20.0,2019-06-02T22:04:51,2,1998OH_20s_b2x2-018_R.fit
18,R,20.0,2019-06-02T22:05:14,2,1998OH_20s_b2x2-019_R.fit
19,R,20.0,2019-06-02T22:05:36,2,1998OH_20s_b2x2-020_R.fit
20,R,20.0,2019-06-02T22:05:58,2,1998OH_20s_b2x2-021_R.fit
21,R,20.0,2019-06-02T22:06:21,2,1998OH_20s_b2x2-022_R.fit
22,R,20.0,2019-06-02T22:06:43,2,1998OH_20s_b2x2-023_R.fit
23,R,20.0,2019-06-02T22:07:05,2,1998OH_20s_b2x2-024_R.fit
24,R,20.0,2019-06-02T22:07:28,2,1998OH_20s_b2x2-025_R.fit
25,R,20.0,2019-06-02T22:07:50,2,1998OH_20s_b2x2-026_R.fit
26,R,20.0,2019-06-02T22:08:12,2,1998OH_20s_b2x2-027_R.fit
27,R,20.0,2019-06-02T22:08:35,2,1998OH_20s_b2x2-028_R.fit
28,R,20.0,2019-06-02T22:08:58,2,1998OH_20s_b2x2-029_R.fit
29,R,20.0,2019-06-02T22:09:20,2,1998OH_20s_b2x2-030_R.fit
30,R,20.0,2019-06-02T22:09:43,2,1998OH_20s_b2x2-031_R.fit
31,R,20.0,2019-06-02T22:10:06,2,1998OH_20s_b2x2-032_R.fit
32,R,20.0,2019-06-02T22:10:28,2,1998OH_20s_b2x2-033_R.fit
33,R,20.0,2019-06-02T22:10:52,2,1998OH_20s_b2x2-034_R.fit
34,R,20.0,2019-06-02T22:11:15,2,1998OH_20s_b2x2-035_R.fit
35,R,20.0,2019-06-02T22:11:37,2,1998OH_20s_b2x2-036_R.fit
36,R,20.0,2019-06-02T22:12:00,2,1998OH_20s_b2x2-037_R.fit
37,R,20.0,2019-06-02T22:12:23,2,1998OH_20s_b2x2-038_R.fit
38,R,20.0,2019-06-02T22:12:46,2,1998OH_20s_b2x2-039_R.fit
39,R,20.0,2019-06-02T22:13:08,2,1998OH_20s_b2x2-040_R.fit
40,R,20.0,2019-06-02T22:13:31,2,1998OH_20s_b2x2-041_R.fit
41,R,20.0,2019-06-02T22:13:54,2,1998OH_20s_b2x2-042_R.fit
42,R,20.0,2019-06-02T22:14:17,2,1998OH_20s_b2x2-043_R.fit
43,R,20.0,2019-06-02T22:14:40,2,1998OH_20s_b2x2-044_R.fit
44,R,20.0,2019-06-02T22:15:02,2,1998OH_20s_b2x2-045_R.fit
45,R,20.0,2019-06-02T22:15:25,2,1998OH_20s_b2x2-046_R.fit
46,R,20.0,2019-06-02T22:15:47,2,1998OH_20s_b2x2-047_R.fit
47,R,20.0,2019-06-02T22:16:09,2,1998OH_20s_b2x2-048_R.fit
48,R,20.0,2019-06-02T22:16:33,2,1998OH_20s_b2x2-049_R.fit
49,R,20.0,2019-06-02T22:16:56,2,1998OH_20s_b2x2-050_R.fit
50,R,20.0,2019-06-02T22:17:18,2,1998OH_20s_b2x2-051_R.fit
51,R,20.0,2019-06-02T22:17:41,2,1998OH_20s_b2x2-052_R.fit
52,R,20.0,2019-06-02T22:18:05,2,1998OH_20s_b2x2-053_R.fit
53,R,20.0,2019-06-02T22:18:31,2,1998OH_20s_b2x2-054_R.fit
54,R,20.0,2019-06-02T22:18:54,2,1998OH_20s_b2x2-055_R.fit
55,R,20.0,2019-06-02T22:19:16,2,1998OH_20s_b2x2-056_R.fit
56,R,20.0,2019-06-02T22:19:39,2,1998OH_20s_b2x2-057_R.fit
57,R,20.0,2019-06-02T22:20:01,2,1998OH_20s_b2x2-058_R.fit
58,R,20.0,2019-06-02T22:22:26,2,1998OH_20s_b2x2-059_R.fit
59,R,20.0,2019-06-02T22:22:49,2,1998OH_20s_b2x2-060_R.fit
60,R,20.0,2019-06-02T22:23:12,2,1998OH_20s_b2x2-061_R.fit
61,R,20.0,2019-06-02T22:23:35,2,1998OH_20s_b2x2-062_R.fit
62,R,20.0,2019-06-02T22:23:57,2,1998OH_20s_b2x2-063_R.fit
63,R,20.0,2019-06-02T22:24:21,2,1998OH_20s_b2x2-064_R.fit
64,R,20.0,2019-06-02T22:24:44,2,1998OH_20s_b2x2-065_R.fit
65,R,20.0,2019-06-02T22:25:07,2,1998OH_20s_b2x2-066_R.fit
66,R,20.0,2019-06-02T22:25:30,2,1998OH_20s_b2x2-067_R.fit
67,R,20.0,2019-06-02T22:25:54,2,1998OH_20s_b2x2-068_R.fit
68,R,20.0,2019-06-02T22:26:17,2,1998OH_20s_b2x2-069_R.fit
69,R,20.0,2019-06-02T22:26:41,2,1998OH_20s_b2x2-070_R.fit
70,R,20.0,2019-06-02T22:27:04,2,1998OH_20s_b2x2-071_R.fit
71,R,20.0,2019-06-02T22:27:27,2,1998OH_20s_b2x2-072_R.fit
72,R,20.0,2019-06-02T22:27:51,2,1998OH_20s_b2x2-073_R.fit
73,R,20.0,2019-06-02T22:28:14,2,1998OH_20s_b2x2-074_R.fit
74,R,20.0,2019-06-02T22:28:37,2,1998OH_20s_b2x2-075_R.fit
75,R,20.0,2019-06-02T22:29:00,2,1998OH_20s_b2x2-076_R.fit
76,R,20.0,2019-06-02T22:29:23,2,1998OH_20s_b2x2-077_R.fit
77,R,20.0,2019-06-02T22:29:46,2,1998OH_20s_b2x2-078_R.fit
78,R,20.0,2019-06-02T22:30:09,2,1998OH_20s_b2x2-079_R.fit
79,R,20.0,2019-06-02T22:30:32,2,1998OH_20s_b2x2-080_R.fit
80,R,20.0,2019-06-02T22:30:55,2,1998OH_20s_b2x2-081_R.fit
81,R,20.0,2019-06-02T22:31:18,2,1998OH_20s_b2x2-082_R.fit
82,R,20.0,2019-06-02T22:31:41,2,1998OH_20s_b2x2-083_R.fit
83,R,20.0,2019-06-02T22:32:03,2,1998OH_20s_b2x2-084_R.fit
84,R,20.0,2019-06-02T22:32:26,2,1998OH_20s_b2x2-085_R.fit
85,R,20.0,2019-06-02T22:32:49,2,1998OH_20s_b2x2-086_R.fit
86,R,20.0,2019-06-02T22:33:12,2,1998OH_20s_b2x2-087_R.fit
87,R,20.0,2019-06-02T22:33:35,2,1998OH_20s_b2x2-088_R.fit
88,R,20.0,2019-06-02T22:33:58,2,1998OH_20s_b2x2-089_R.fit
89,R,20.0,2019-06-02T22:34:21,2,1998OH_20s_b2x2-090_R.fit
90,R,20.0,2019-06-02T22:34:45,2,1998OH_20s_b2x2-091_R.fit
91,R,20.0,2019-06-02T22:35:08,2,1998OH_20s_b2x2-092_R.fit
92,R,20.0,2019-06-02T22:35:31,2,1998OH_20s_b2x2-093_R.fit
93,R,20.0,2019-06-02T22:35:55,2,1998OH_20s_b2x2-094_R.fit
94,R,20.0,2019-06-02T22:36:18,2,1998OH_20s_b2x2-095_R.fit
95,R,20.0,2019-06-02T22:36:41,2,1998OH_20s_b2x2-096_R.fit
96,R,20.0,2019-06-02T22:37:04,2,1998OH_20s_b2x2-097_R.fit
97,R,20.0,2019-06-02T22:37:27,2,1998OH_20s_b2x2-098_R.fit
98,R,20.0,2019-06-02T22:37:51,2,1998OH_20s_b2x2-099_R.fit
99,R,20.0,2019-06-02T22:38:14,2,1998OH_20s_b2x2-100_R.fit
100,R,20.0,2019-06-02T22:38:37,2,1998OH_20s_b2x2-101_R.fit
101,R,20.0,2019-06-02T22:39:02,2,1998OH_20s_b2x2-102_R.fit
102,R,20.0,2019-06-02T22:39:24,2,1998OH_20s_b2x2-103_R.fit
103,R,20.0,2019-06-02T22:39:47,2,1998OH_20s_b2x2-104_R.fit
104,R,20.0,2019-06-02T22:40:10,2,1998OH_20s_b2x2-105_R.fit
105,R,20.0,2019-06-02T22:40:34,2,1998OH_20s_b2x2-106_R.fit
106,R,20.0,2019-06-02T22:40:58,2,1998OH_20s_b2x2-107_R.fit
107,R,20.0,2019-06-02T22:41:21,2,1998OH_20s_b2x2-108_R.fit
108,R,20.0,2019-06-02T22:41:44,2,1998OH_20s_b2x2-109_R.fit
109,R,20.0,2019-06-02T22:42:07,2,1998OH_20s_b2x2-110_R.fit
110,R,20.0,2019-06-02T22:42:29,2,1998OH_20s_b2x2-111_R.fit
111,R,20.0,2019-06-02T22:42:52,2,1998OH_20s_b2x2-112_R.fit
112,R,20.0,2019-06-02T22:43:15,2,1998OH_20s_b2x2-113_R.fit
113,R,20.0,2019-06-02T22:43:39,2,1998OH_20s_b2x2-114_R.fit
114,R,20.0,2019-06-02T22:44:03,2,1998OH_20s_b2x2-115_R.fit
115,R,20.0,2019-06-02T22:44:26,2,1998OH_20s_b2x2-116_R.fit
116,R,20.0,2019-06-02T22:44:49,2,1998OH_20s_b2x2-117_R.fit
117,R,20.0,2019-06-02T22:45:12,2,1998OH_20s_b2x2-118_R.fit
118,R,20.0,2019-06-02T22:45:35,2,1998OH_20s_b2x2-119_R.fit
119,R,20.0,2019-06-02T22:45:59,2,1998OH_20s_b2x2-120_R.fit
120,R,20.0,2019-06-02T22:46:23,2,1998OH_20s_b2x2-121_R.fit
121,R,20.0,2019-06-02T22:46:46,2,1998OH_20s_b2x2-122_R.fit
122,R,20.0,2019-06-02T22:47:09,2,1998OH_20s_b2x2-123_R.fit
123,R,20.0,2019-06-02T22:47:31,2,1998OH_20s_b2x2-124_R.fit
124,R,20.0,2019-06-02T22:47:54,2,1998OH_20s_b2x2-125_R.fit
125,R,20.0,2019-06-02T22:48:17,2,1998OH_20s_b2x2-126_R.fit
126,R,20.0,2019-06-02T22:48:41,2,1998OH_20s_b2x2-127_R.fit
127,R,20.0,2019-06-02T22:49:05,2,1998OH_20s_b2x2-128_R.fit
128,R,20.0,2019-06-02T22:49:28,2,1998OH_20s_b2x2-129_R.fit
129,R,20.0,2019-06-02T22:49:51,2,1998OH_20s_b2x2-130_R.fit
130,R,20.0,2019-06-02T22:50:15,2,1998OH_20s_b2x2-131_R.fit
131,R,20.0,2019-06-02T22:50:38,2,1998OH_20s_b2x2-132_R.fit
132,R,20.0,2019-06-02T22:51:01,2,1998OH_20s_b2x2-133_R.fit
133,R,20.0,2019-06-02T22:51:24,2,1998OH_20s_b2x2-134_R.fit
134,R,20.0,2019-06-02T22:51:48,2,1998OH_20s_b2x2-135_R.fit
135,R,20.0,2019-06-02T22:52:11,2,1998OH_20s_b2x2-136_R.fit
136,R,20.0,2019-06-02T22:52:34,2,1998OH_20s_b2x2-137_R.fit
137,R,20.0,2019-06-02T22:52:57,2,1998OH_20s_b2x2-138_R.fit
138,R,20.0,2019-06-02T22:53:20,2,1998OH_20s_b2x2-139_R.fit
139,R,20.0,2019-06-02T22:53:43,2,1998OH_20s_b2x2-140_R.fit
140,R,20.0,2019-06-02T22:54:05,2,1998OH_20s_b2x2-141_R.fit
141,R,20.0,2019-06-02T22:54:27,2,1998OH_20s_b2x2-142_R.fit
142,R,20.0,2019-06-02T22:54:50,2,1998OH_20s_b2x2-143_R.fit
143,R,20.0,2019-06-02T22:55:13,2,1998OH_20s_b2x2-144_R.fit
144,R,20.0,2019-06-02T22:55:36,2,1998OH_20s_b2x2-145_R.fit
145,R,20.0,2019-06-02T22:56:00,2,1998OH_20s_b2x2-146_R.fit
146,R,20.0,2019-06-02T22:56:23,2,1998OH_20s_b2x2-147_R.fit
147,R,20.0,2019-06-02T23:29:55,2,1998OH_20s_b2x2-148_R.fit
148,R,20.0,2019-06-02T23:30:18,2,1998OH_20s_b2x2-149_R.fit
149,R,20.0,2019-06-02T23:30:40,2,1998OH_20s_b2x2-150_R.fit
150,R,20.0,2019-06-02T23:31:02,2,1998OH_20s_b2x2-151_R.fit
151,R,20.0,2019-06-02T23:36:20,2,1998OH_20s_b2x2-152_R.fit
152,R,20.0,2019-06-02T23:36:43,2,1998OH_20s_b2x2-153_R.fit
153,R,20.0,2019-06-02T23:37:05,2,1998OH_20s_b2x2-154_R.fit
154,R,20.0,2019-06-02T23:37:28,2,1998OH_20s_b2x2-155_R.fit
155,R,20.0,2019-06-02T23:37:50,2,1998OH_20s_b2x2-156_R.fit
156,R,20.0,2019-06-02T23:38:13,2,1998OH_20s_b2x2-157_R.fit
157,R,20.0,2019-06-02T23:38:35,2,1998OH_20s_b2x2-158_R.fit
158,R,20.0,2019-06-02T23:38:58,2,1998OH_20s_b2x2-159_R.fit
159,R,20.0,2019-06-02T23:39:20,2,1998OH_20s_b2x2-160_R.fit
160,R,20.0,2019-06-02T23:39:43,2,1998OH_20s_b2x2-161_R.fit
161,R,20.0,2019-06-02T23:40:05,2,1998OH_20s_b2x2-162_R.fit
162,R,20.0,2019-06-02T23:40:28,2,1998OH_20s_b2x2-163_R.fit
163,R,20.0,2019-06-02T23:40:50,2,1998OH_20s_b2x2-164_R.fit
164,R,20.0,2019-06-02T23:41:12,2,1998OH_20s_b2x2-165_R.fit
165,R,20.0,2019-06-02T23:41:34,2,1998OH_20s_b2x2-166_R.fit
166,R,20.0,2019-06-02T23:41:57,2,1998OH_20s_b2x2-167_R.fit
167,R,20.0,2019-06-02T23:42:18,2,1998OH_20s_b2x2-168_R.fit
168,R,20.0,2019-06-02T23:42:41,2,1998OH_20s_b2x2-169_R.fit
169,R,20.0,2019-06-02T23:43:03,2,1998OH_20s_b2x2-170_R.fit
170,R,20.0,2019-06-02T23:43:25,2,1998OH_20s_b2x2-171_R.fit
171,R,20.0,2019-06-02T23:43:47,2,1998OH_20s_b2x2-172_R.fit
172,R,20.0,2019-06-02T23:44:10,2,1998OH_20s_b2x2-173_R.fit
173,R,20.0,2019-06-02T23:44:32,2,1998OH_20s_b2x2-174_R.fit
174,R,20.0,2019-06-02T23:44:55,2,1998OH_20s_b2x2-175_R.fit
175,R,20.0,2019-06-02T23:45:17,2,1998OH_20s_b2x2-176_R.fit
176,R,20.0,2019-06-02T23:45:40,2,1998OH_20s_b2x2-177_R.fit
177,R,20.0,2019-06-02T23:46:02,2,1998OH_20s_b2x2-178_R.fit
178,R,20.0,2019-06-02T23:46:24,2,1998OH_20s_b2x2-179_R.fit
179,R,20.0,2019-06-02T23:46:47,2,1998OH_20s_b2x2-180_R.fit
180,R,20.0,2019-06-02T23:47:09,2,1998OH_20s_b2x2-181_R.fit
181,R,20.0,2019-06-02T23:47:32,2,1998OH_20s_b2x2-182_R.fit
182,R,20.0,2019-06-02T23:47:54,2,1998OH_20s_b2x2-183_R.fit
183,R,20.0,2019-06-02T23:48:17,2,1998OH_20s_b2x2-184_R.fit
184,R,20.0,2019-06-02T23:48:39,2,1998OH_20s_b2x2-185_R.fit
185,R,20.0,2019-06-02T23:49:02,2,1998OH_20s_b2x2-186_R.fit
186,R,20.0,2019-06-02T23:49:24,2,1998OH_20s_b2x2-187_R.fit
187,R,20.0,2019-06-02T23:49:47,2,1998OH_20s_b2x2-188_R.fit
188,R,20.0,2019-06-02T23:50:09,2,1998OH_20s_b2x2-189_R.fit
189,R,20.0,2019-06-02T23:50:32,2,1998OH_20s_b2x2-190_R.fit
190,R,20.0,2019-06-02T23:50:54,2,1998OH_20s_b2x2-191_R.fit
191,R,20.0,2019-06-02T23:51:16,2,1998OH_20s_b2x2-192_R.fit
192,R,20.0,2019-06-02T23:51:38,2,1998OH_20s_b2x2-193_R.fit
193,R,20.0,2019-06-02T23:52:00,2,1998OH_20s_b2x2-194_R.fit
194,R,20.0,2019-06-02T23:52:23,2,1998OH_20s_b2x2-195_R.fit
195,R,20.0,2019-06-02T23:53:06,2,1998OH_20s_b2x2-196_R.fit
196,R,20.0,2019-06-02T23:53:29,2,1998OH_20s_b2x2-197_R.fit
197,R,20.0,2019-06-02T23:53:51,2,1998OH_20s_b2x2-198_R.fit
198,R,20.0,2019-06-02T23:54:14,2,1998OH_20s_b2x2-199_R.fit
199,R,20.0,2019-06-02T23:54:36,2,1998OH_20s_b2x2-200_R.fit
200,R,20.0,2019-06-02T23:54:59,2,1998OH_20s_b2x2-201_R.fit
201,R,20.0,2019-06-02T23:55:22,2,1998OH_20s_b2x2-202_R.fit
202,R,20.0,2019-06-02T23:55:44,2,1998OH_20s_b2x2-203_R.fit
203,R,20.0,2019-06-02T23:56:07,2,1998OH_20s_b2x2-204_R.fit
204,R,20.0,2019-06-02T23:56:30,2,1998OH_20s_b2x2-205_R.fit
205,R,20.0,2019-06-02T23:56:52,2,1998OH_20s_b2x2-206_R.fit
206,R,20.0,2019-06-02T23:57:15,2,1998OH_20s_b2x2-207_R.fit
207,R,20.0,2019-06-02T23:57:37,2,1998OH_20s_b2x2-208_R.fit
208,R,20.0,2019-06-02T23:58:00,2,1998OH_20s_b2x2-209_R.fit
209,R,20.0,2019-06-02T23:58:22,2,1998OH_20s_b2x2-210_R.fit
210,R,20.0,2019-06-02T23:58:44,2,1998OH_20s_b2x2-211_R.fit
211,R,20.0,2019-06-02T23:59:06,2,1998OH_20s_b2x2-212_R.fit
212,R,20.0,2019-06-02T23:59:29,2,1998OH_20s_b2x2-213_R.fit
213,R,20.0,2019-06-02T23:59:52,2,1998OH_20s_b2x2-214_R.fit
214,R,20.0,2019-06-03T00:00:14,2,1998OH_20s_b2x2-215_R.fit
215,R,20.0,2019-06-03T00:00:37,2,1998OH_20s_b2x2-216_R.fit
216,R,20.0,2019-06-03T00:01:00,2,1998OH_20s_b2x2-217_R.fit
217,R,20.0,2019-06-03T00:01:22,2,1998OH_20s_b2x2-218_R.fit
218,R,20.0,2019-06-03T00:01:45,2,1998OH_20s_b2x2-219_R.fit
219,R,20.0,2019-06-03T00:02:07,2,1998OH_20s_b2x2-220_R.fit
220,R,20.0,2019-06-03T00:02:29,2,1998OH_20s_b2x2-221_R.fit
221,R,20.0,2019-06-03T00:02:52,2,1998OH_20s_b2x2-222_R.fit
222,R,20.0,2019-06-03T00:03:14,2,1998OH_20s_b2x2-223_R.fit
223,R,20.0,2019-06-03T00:03:37,2,1998OH_20s_b2x2-224_R.fit
224,R,20.0,2019-06-03T00:03:59,2,1998OH_20s_b2x2-225_R.fit
225,R,20.0,2019-06-03T00:04:22,2,1998OH_20s_b2x2-226_R.fit
226,R,20.0,2019-06-03T00:04:44,2,1998OH_20s_b2x2-227_R.fit
227,R,20.0,2019-06-03T00:05:07,2,1998OH_20s_b2x2-228_R.fit
228,R,20.0,2019-06-03T00:05:49,2,1998OH_20s_b2x2-229_R.fit
229,R,20.0,2019-06-03T00:06:11,2,1998OH_20s_b2x2-230_R.fit
230,R,20.0,2019-06-03T00:06:34,2,1998OH_20s_b2x2-231_R.fit
231,R,20.0,2019-06-03T00:06:56,2,1998OH_20s_b2x2-232_R.fit
232,R,20.0,2019-06-03T00:07:19,2,1998OH_20s_b2x2-233_R.fit
233,R,20.0,2019-06-03T00:07:42,2,1998OH_20s_b2x2-234_R.fit
234,R,20.0,2019-06-03T00:08:04,2,1998OH_20s_b2x2-235_R.fit
235,R,20.0,2019-06-03T00:08:27,2,1998OH_20s_b2x2-236_R.fit
236,R,20.0,2019-06-03T00:08:49,2,1998OH_20s_b2x2-237_R.fit
237,R,20.0,2019-06-03T00:09:12,2,1998OH_20s_b2x2-238_R.fit
238,R,20.0,2019-06-03T00:09:35,2,1998OH_20s_b2x2-239_R.fit
239,R,20.0,2019-06-03T00:09:58,2,1998OH_20s_b2x2-240_R.fit
240,R,20.0,2019-06-03T00:10:21,2,1998OH_20s_b2x2-241_R.fit
241,R,20.0,2019-06-03T00:10:44,2,1998OH_20s_b2x2-242_R.fit
242,R,20.0,2019-06-03T00:11:06,2,1998OH_20s_b2x2-243_R.fit
243,R,20.0,2019-06-03T00:11:29,2,1998OH_20s_b2x2-244_R.fit
244,R,20.0,2019-06-03T00:11:52,2,1998OH_20s_b2x2-245_R.fit
245,R,20.0,2019-06-03T00:12:15,2,1998OH_20s_b2x2-246_R.fit
246,R,20.0,2019-06-03T00:12:38,2,1998OH_20s_b2x2-247_R.fit
247,R,20.0,2019-06-03T00:13:00,2,1998OH_20s_b2x2-248_R.fit
248,R,20.0,2019-06-03T00:13:23,2,1998OH_20s_b2x2-249_R.fit
249,R,20.0,2019-06-03T00:13:46,2,1998OH_20s_b2x2-250_R.fit
250,R,20.0,2019-06-03T00:14:09,2,1998OH_20s_b2x2-251_R.fit
251,R,20.0,2019-06-03T00:15:22,2,1998OH_20s_b2x2-252_R.fit
252,R,20.0,2019-06-03T00:15:45,2,1998OH_20s_b2x2-253_R.fit
253,R,20.0,2019-06-03T00:16:08,2,1998OH_20s_b2x2-254_R.fit
254,R,20.0,2019-06-03T00:16:31,2,1998OH_20s_b2x2-255_R.fit
255,R,20.0,2019-06-03T00:16:54,2,1998OH_20s_b2x2-256_R.fit
256,R,20.0,2019-06-03T00:17:17,2,1998OH_20s_b2x2-257_R.fit
257,R,20.0,2019-06-03T00:17:40,2,1998OH_20s_b2x2-258_R.fit
258,R,20.0,2019-06-03T00:18:02,2,1998OH_20s_b2x2-259_R.fit
259,R,20.0,2019-06-03T00:18:25,2,1998OH_20s_b2x2-260_R.fit
260,R,20.0,2019-06-03T00:18:49,2,1998OH_20s_b2x2-261_R.fit
261,R,20.0,2019-06-03T00:19:13,2,1998OH_20s_b2x2-262_R.fit
262,R,20.0,2019-06-03T00:19:36,2,1998OH_20s_b2x2-263_R.fit
263,R,20.0,2019-06-03T00:19:59,2,1998OH_20s_b2x2-264_R.fit
264,R,20.0,2019-06-03T00:20:22,2,1998OH_20s_b2x2-265_R.fit
265,R,20.0,2019-06-03T00:20:45,2,1998OH_20s_b2x2-266_R.fit
266,R,20.0,2019-06-03T00:21:08,2,1998OH_20s_b2x2-267_R.fit
267,R,20.0,2019-06-03T00:21:31,2,1998OH_20s_b2x2-268_R.fit
268,R,20.0,2019-06-03T00:21:53,2,1998OH_20s_b2x2-269_R.fit
269,R,20.0,2019-06-03T00:22:16,2,1998OH_20s_b2x2-270_R.fit
270,R,20.0,2019-06-03T00:22:39,2,1998OH_20s_b2x2-271_R.fit
271,R,20.0,2019-06-03T00:23:02,2,1998OH_20s_b2x2-272_R.fit
272,R,20.0,2019-06-03T00:48:52,2,1998OH_20s_b2x2-273_R.fit
273,R,20.0,2019-06-03T00:49:15,2,1998OH_20s_b2x2-274_R.fit
274,R,20.0,2019-06-03T00:49:38,2,1998OH_20s_b2x2-275_R.fit
275,R,20.0,2019-06-03T00:50:01,2,1998OH_20s_b2x2-276_R.fit
276,R,20.0,2019-06-03T00:50:24,2,1998OH_20s_b2x2-277_R.fit
277,R,20.0,2019-06-03T00:50:47,2,1998OH_20s_b2x2-278_R.fit
278,R,20.0,2019-06-03T00:51:10,2,1998OH_20s_b2x2-279_R.fit
279,R,20.0,2019-06-03T00:51:33,2,1998OH_20s_b2x2-280_R.fit
280,R,20.0,2019-06-03T00:51:56,2,1998OH_20s_b2x2-281_R.fit
281,R,20.0,2019-06-03T00:52:19,2,1998OH_20s_b2x2-282_R.fit
282,R,20.0,2019-06-03T00:52:41,2,1998OH_20s_b2x2-283_R.fit
283,R,20.0,2019-06-03T00:53:04,2,1998OH_20s_b2x2-284_R.fit
284,R,20.0,2019-06-03T00:53:27,2,1998OH_20s_b2x2-285_R.fit
285,R,20.0,2019-06-03T00:53:50,2,1998OH_20s_b2x2-286_R.fit
286,R,20.0,2019-06-03T00:54:13,2,1998OH_20s_b2x2-287_R.fit
287,R,20.0,2019-06-03T00:54:35,2,1998OH_20s_b2x2-288_R.fit
